timestamp,signal,arkb_price,btc_price,nav_estimate,spread_bps,pnl_usd
2026-04-17T23:02:45.838Z,CREATE,25.8474,84992.08,25.7526,13.40,173.16
2026-04-17T23:03:11.858Z,REDEEM,25.6403,84909.61,25.7276,10.39,133.19
2026-04-17T23:03:19.860Z,CREATE,25.8166,84918.16,25.7302,10.17,131.22
2026-04-17T23:03:21.861Z,CREATE,25.8668,85060.33,25.7733,12.88,166.61
2026-04-17T23:03:24.862Z,REDEEM,25.6925,85098.39,25.7848,12.28,157.73
2026-04-17T23:03:25.862Z,REDEEM,25.7010,85152.49,25.8012,15.32,196.91
2026-04-17T23:03:28.862Z,CREATE,25.8587,85014.82,25.7595,15.09,195.16
2026-04-17T23:03:29.862Z,REDEEM,25.6342,84933.39,25.7348,15.54,199.22
2026-04-17T23:03:33.864Z,REDEEM,25.6945,85119.16,25.7911,13.94,179.08
2026-04-17T23:03:43.867Z,REDEEM,25.7119,85194.60,25.8140,16.05,206.29
2026-04-17T23:03:57.871Z,REDEEM,25.6657,85002.97,25.7559,11.48,147.36
2026-04-17T23:04:04.874Z,CREATE,25.9104,85176.04,25.8083,16.16,209.37
2026-04-17T23:04:20.894Z,REDEEM,25.7314,85211.95,25.8192,10.53,135.45
2026-04-17T23:04:41.901Z,REDEEM,25.6707,85031.24,25.7645,12.87,165.17
2026-04-17T23:04:49.904Z,REDEEM,25.6458,84927.88,25.7331,10.40,133.35
2026-04-17T23:04:51.907Z,CREATE,25.8255,84913.62,25.7288,14.14,182.57
2026-04-17T23:04:52.907Z,REDEEM,25.6060,84840.67,25.7067,15.61,199.83
2026-04-17T23:19:36.450Z,REDEEM,43.7804,77163.80,43.9062,17.24,3018.35
2026-04-17T23:19:41.454Z,CREATE,43.9792,77123.54,43.8833,10.44,1837.34
2026-04-17T23:19:45.456Z,REDEEM,43.7162,76997.34,43.8115,10.31,1802.53
2026-04-17T23:19:48.456Z,CREATE,43.9678,77076.11,43.8563,14.03,2467.37
2026-04-17T23:26:23.730Z,CREATE,43.9073,76943.00,43.7806,17.55,3081.65
2026-04-17T23:26:25.731Z,CREATE,43.8819,76942.53,43.7803,11.81,2072.14
2026-04-17T23:26:26.732Z,CREATE,43.8376,76870.60,43.7394,11.03,1934.18
2026-04-17T23:26:27.732Z,CREATE,43.8612,76877.98,43.7436,15.46,2713.13
2026-04-17T23:26:30.735Z,CREATE,43.8574,76856.91,43.7316,17.36,3044.71
2026-04-17T23:26:31.735Z,REDEEM,43.6145,76847.12,43.7260,14.06,2453.50
2026-04-17T23:26:32.737Z,REDEEM,43.5808,76779.99,43.6878,13.04,2273.01
2026-04-17T23:26:35.740Z,REDEEM,43.5701,76761.13,43.6771,13.03,2271.42
2026-04-17T23:26:40.745Z,CREATE,43.8009,76795.71,43.6968,12.40,2172.38
2026-04-17T23:35:09.185Z,REDEEM,43.6457,76922.90,43.7691,16.75,2924.78
2026-04-17T23:35:11.185Z,REDEEM,43.6328,76924.93,43.7703,19.96,3484.13
2026-04-17T23:35:12.185Z,REDEEM,43.5929,76909.00,43.7612,27.01,4710.34
2026-04-17T23:35:14.185Z,REDEEM,43.6731,76971.44,43.7967,16.80,2934.58
2026-04-17T23:35:15.185Z,CREATE,43.9351,76978.86,43.8010,19.21,3375.84
2026-04-17T23:35:17.186Z,REDEEM,43.6614,77035.92,43.8334,27.81,4856.71
2026-04-17T23:35:18.187Z,CREATE,43.9787,77110.60,43.8759,12.02,2115.00
2026-04-17T23:35:19.187Z,REDEEM,43.7686,77101.20,43.8706,11.83,2070.48
2026-04-17T23:35:23.188Z,CREATE,43.9161,76956.67,43.7883,17.77,3121.83
2026-04-17T23:35:25.189Z,CREATE,43.8467,76890.51,43.7507,10.52,1845.27
2026-04-17T23:35:28.190Z,REDEEM,43.6030,76924.55,43.7701,26.71,4659.22
2026-04-17T23:35:29.190Z,REDEEM,43.5670,76852.70,43.7292,25.63,4466.47
2026-04-17T23:35:30.192Z,CREATE,43.8807,76875.87,43.7424,20.21,3546.85
2026-04-17T23:35:33.194Z,CREATE,43.9169,76948.22,43.7835,19.06,3348.54
2026-04-17T23:35:34.196Z,REDEEM,43.7102,77010.57,43.8190,13.39,2340.83
2026-04-17T23:35:44.206Z,REDEEM,43.7190,77021.13,43.8250,12.76,2231.69
2026-04-17T23:35:50.211Z,CREATE,43.9533,77039.88,43.8357,15.42,2711.27
2026-04-17T23:35:54.214Z,REDEEM,43.7020,77103.35,43.8718,27.28,4768.65
2026-04-17T23:35:59.216Z,CREATE,44.0440,77148.86,43.8977,21.94,3865.76
2026-04-17T23:36:00.216Z,REDEEM,43.7836,77155.62,43.9016,15.45,2706.39
2026-04-17T23:36:02.217Z,REDEEM,43.7877,77213.25,43.9343,21.96,3846.80
2026-04-17T23:36:04.219Z,REDEEM,43.8309,77275.81,43.9699,20.20,3542.25
2026-04-17T23:36:07.222Z,CREATE,44.1561,77321.20,43.9958,25.07,4427.83
2026-04-17T23:36:09.225Z,CREATE,44.1413,77281.07,43.9729,26.90,4750.28
2026-04-17T23:36:13.228Z,CREATE,44.0780,77246.62,43.9533,16.97,2992.40
2026-04-17T23:36:14.229Z,REDEEM,43.8383,77304.29,43.9861,22.20,3892.44
2026-04-17T23:36:15.231Z,REDEEM,43.7985,77253.94,43.9575,24.75,4336.13
2026-04-17T23:36:16.232Z,CREATE,44.1013,77235.80,43.9472,23.68,4177.58
2026-04-17T23:36:17.232Z,REDEEM,43.8651,77309.21,43.9889,16.75,2938.58
2026-04-17T23:36:18.234Z,CREATE,44.0961,77253.21,43.9571,20.24,3569.38
2026-04-17T23:36:19.234Z,REDEEM,43.8226,77233.19,43.9457,16.58,2906.83
2026-04-17T23:36:20.235Z,REDEEM,43.8270,77288.69,43.9773,22.76,3989.91
2026-04-17T23:36:25.239Z,CREATE,44.1316,77353.36,44.0141,15.32,2704.05
2026-04-17T23:36:30.242Z,REDEEM,43.9472,77446.50,44.0671,15.79,2775.44
2026-04-17T23:36:31.243Z,REDEEM,43.9976,77506.81,44.1014,12.13,2133.95
2026-04-17T23:36:32.245Z,REDEEM,43.9675,77574.12,44.1397,27.61,4856.50
2026-04-17T23:36:36.246Z,CREATE,44.3414,77628.92,44.1709,27.25,4832.55
2026-04-17T23:36:41.250Z,REDEEM,44.0332,77619.11,44.1653,18.52,3262.14
2026-04-17T23:36:42.251Z,REDEEM,44.0266,77546.27,44.1238,10.65,1874.93
2026-04-17T23:36:43.251Z,CREATE,44.2895,77619.17,44.1653,16.76,2968.62
2026-04-17T23:36:44.253Z,CREATE,44.2438,77554.71,44.1286,14.73,2607.13
2026-04-17T23:36:45.252Z,REDEEM,43.9386,77512.44,44.1046,26.24,4611.45
2026-04-17T23:36:49.256Z,CREATE,44.2453,77528.98,44.1140,18.40,3256.53
2026-04-17T23:36:53.261Z,REDEEM,44.0592,77630.35,44.1717,14.07,2480.16
2026-04-17T23:36:54.263Z,REDEEM,44.0746,77675.50,44.1974,16.39,2889.34
2026-04-17T23:36:56.263Z,CREATE,44.2854,77654.61,44.1855,11.25,1993.61
2026-04-17T23:36:57.264Z,REDEEM,44.0624,77619.55,44.1655,11.96,2108.29
2026-04-17T23:37:00.267Z,CREATE,44.3610,77684.32,44.2024,24.53,4353.09
2026-04-17T23:37:01.267Z,REDEEM,44.0587,77718.93,44.2221,25.54,4501.92
2026-04-17T23:37:04.269Z,CREATE,44.3217,77713.53,44.2190,11.86,2103.41
2026-04-17T23:37:13.272Z,REDEEM,44.0440,77691.47,44.2064,25.36,4467.76
2026-04-17T23:37:14.273Z,REDEEM,44.1352,77742.90,44.2357,11.34,2002.52
2026-04-17T23:37:17.276Z,REDEEM,44.1079,77717.07,44.2210,14.19,2502.99
2026-04-17T23:37:22.281Z,REDEEM,44.1566,77860.43,44.3026,21.57,3809.16
2026-04-17T23:37:23.282Z,CREATE,44.4433,77890.00,44.3194,16.60,2951.65
2026-04-17T23:37:30.290Z,CREATE,44.4737,77860.36,44.3025,27.30,4856.47
2026-04-17T23:37:34.293Z,REDEEM,44.1556,77912.19,44.3320,28.42,5019.31
2026-04-17T23:37:36.294Z,REDEEM,44.1203,77851.40,44.2974,28.60,5047.22
2026-04-17T23:37:38.296Z,REDEEM,44.1978,77912.22,44.3321,18.91,3343.06
2026-04-17T23:37:39.296Z,REDEEM,44.2130,77973.09,44.3667,23.27,4114.93
2026-04-17T23:37:41.298Z,CREATE,44.5023,77964.31,44.3617,20.36,3623.86
2026-04-17T23:37:43.298Z,CREATE,44.4176,77831.30,44.2860,18.36,3261.91
2026-04-17T23:37:44.299Z,CREATE,44.4330,77814.97,44.2767,23.96,4258.53
2026-04-17T23:37:45.301Z,REDEEM,44.0839,77738.02,44.2329,22.32,3935.22
2026-04-17T23:37:47.302Z,CREATE,44.3084,77687.86,44.2044,12.17,2156.30
2026-04-17T23:37:49.304Z,CREATE,44.2851,77587.12,44.1471,19.90,3524.69
2026-04-17T23:37:50.305Z,REDEEM,44.0188,77646.88,44.1811,25.33,4460.24
2026-04-17T23:37:51.307Z,CREATE,44.3195,77616.92,44.1640,23.85,4228.40
2026-04-17T23:37:53.306Z,REDEEM,44.1079,77696.09,44.2091,11.50,2029.15
2026-04-17T23:37:57.307Z,REDEEM,43.9940,77580.61,44.1434,22.43,3947.69
2026-04-17T23:37:58.308Z,REDEEM,44.0277,77582.86,44.1446,15.10,2659.44
2026-04-17T23:38:00.310Z,REDEEM,44.0241,77629.62,44.1713,21.92,3859.33
2026-04-17T23:38:01.310Z,CREATE,44.2574,77614.11,44.1624,10.13,1792.96
2026-04-17T23:38:02.312Z,REDEEM,44.0504,77609.36,44.1597,13.36,2353.76
2026-04-17T23:38:04.313Z,CREATE,44.2422,77560.92,44.1322,13.57,2400.84
2026-04-17T23:38:08.316Z,REDEEM,43.9804,77537.76,44.1190,20.00,3518.80
2026-04-17T23:38:13.322Z,REDEEM,44.0258,77632.85,44.1731,21.94,3864.45
2026-04-17T23:38:14.323Z,REDEEM,44.0358,77607.67,44.1588,16.45,2897.38
2026-04-17T23:38:19.325Z,REDEEM,43.9970,77633.32,44.1734,28.52,5019.48
2026-04-17T23:38:20.326Z,CREATE,44.3583,77704.73,44.2140,21.28,3776.10
2026-04-17T23:38:24.328Z,REDEEM,44.1332,77734.38,44.2309,10.70,1888.39
2026-04-17T23:38:25.328Z,CREATE,44.2944,77662.06,44.1897,12.32,2183.35
2026-04-17T23:38:26.329Z,CREATE,44.3339,77732.76,44.2299,12.15,2154.17
2026-04-17T23:38:30.329Z,REDEEM,44.1398,77783.89,44.2590,15.57,2749.16
2026-04-17T23:38:32.331Z,REDEEM,44.1997,77850.16,44.2967,10.54,1864.13
2026-04-17T23:38:33.330Z,REDEEM,44.1377,77872.29,44.3093,27.35,4828.49
2026-04-17T23:38:36.331Z,REDEEM,44.1253,77832.98,44.2870,25.13,4435.56
2026-04-17T23:38:37.332Z,CREATE,44.4951,77908.36,44.3299,25.94,4617.00
2026-04-17T23:38:38.332Z,REDEEM,44.1589,77916.99,44.3348,28.29,4997.49
2026-04-17T23:38:39.332Z,REDEEM,44.2324,77923.57,44.3385,12.56,2221.43
2026-04-17T23:38:40.333Z,CREATE,44.4852,77943.54,44.3499,19.17,3410.47
2026-04-17T23:38:41.333Z,CREATE,44.4556,77955.44,44.3566,10.97,1951.34
2026-04-29T09:49:31.543Z,REDEEM,43.3050,77644.00,43.4098,12.67,2194.16
2026-04-29T09:49:32.543Z,REDEEM,43.3050,77670.01,43.4244,16.01,2772.84
2026-04-29T09:49:33.545Z,REDEEM,43.3050,77656.03,43.4166,14.21,2461.85
2026-04-29T09:49:34.548Z,REDEEM,43.3050,77661.53,43.4196,14.92,2584.21
2026-04-29T09:49:35.550Z,REDEEM,43.3050,77667.04,43.4227,15.63,2706.78
2026-04-29T18:09:51.551Z,CREATE,42.6750,75144.36,42.5763,11.61,1982.29
2026-04-29T18:09:52.551Z,CREATE,42.6750,75036.38,42.5151,26.04,4444.42
2026-04-30T02:31:33.596Z,CREATE,42.7650,75664.30,42.6711,10.45,1787.61
2026-05-01T13:53:22.570Z,REDEEM,44.5400,78708.43,44.6353,10.02,1784.93
2026-05-01T13:53:23.571Z,REDEEM,44.5400,78710.64,44.6366,10.30,1834.84
2026-05-01T13:53:25.573Z,REDEEM,44.5400,78709.78,44.6361,10.19,1815.42
2026-05-01T13:53:26.573Z,REDEEM,44.5400,78714.68,44.6388,10.81,1926.08
2026-05-01T13:53:27.576Z,REDEEM,44.5400,78744.74,44.6559,14.62,2604.69
2026-05-01T15:50:34.160Z,CREATE,44.6050,78437.60,44.4911,14.28,2547.25
2026-05-01T15:50:35.160Z,CREATE,44.6050,78418.58,44.4803,16.71,2981.11
2026-05-01T15:50:36.160Z,CREATE,44.6050,78412.84,44.4771,17.44,3112.08
2026-05-01T15:50:37.161Z,CREATE,44.6050,78353.92,44.4436,24.98,4457.61
2026-05-02T21:37:10.695Z,REDEEM,44.4200,78749.99,44.5152,10.04,1784.58
2026-05-02T21:37:11.696Z,REDEEM,44.4200,78791.21,44.5385,15.26,2712.13
2026-05-02T21:37:12.697Z,REDEEM,44.4200,78810.37,44.5494,17.69,3142.95
2026-05-02T21:37:13.697Z,REDEEM,44.4200,78830.07,44.5605,20.18,3585.69
2026-05-03T20:24:34.138Z,REDEEM,44.4200,78985.02,44.5154,10.08,1791.27
2026-05-04T01:55:58.951Z,REDEEM,44.4200,79515.94,44.5759,23.62,4197.00
2026-05-04T01:55:59.951Z,REDEEM,44.4200,79577.80,44.6106,31.37,5573.37
2026-05-04T01:56:00.950Z,REDEEM,44.4200,79630.00,44.6398,37.89,6733.15
2026-05-04T01:56:01.953Z,REDEEM,44.4200,79677.14,44.6662,43.78,7779.19
2026-05-04T01:56:02.955Z,REDEEM,44.4200,79718.31,44.6893,48.92,8691.75
2026-05-04T01:56:03.957Z,REDEEM,44.4200,79750.00,44.7071,52.87,9393.54
2026-05-04T01:56:09.963Z,CREATE,44.4200,79546.80,44.2932,17.28,3071.07
2026-05-04T01:56:10.964Z,CREATE,44.4200,79457.07,44.2432,28.61,5083.33
2026-05-04T01:56:11.966Z,CREATE,44.4200,79541.52,44.2902,17.95,3189.35
2026-05-04T01:56:12.968Z,CREATE,44.4200,79487.42,44.2601,24.78,4402.20
2026-05-04T01:56:13.969Z,CREATE,44.4200,79496.01,44.2649,23.69,4209.51
2026-05-04T14:48:18.569Z,REDEEM,46.1050,79964.52,46.2032,10.10,1862.30
2026-05-04T14:48:19.571Z,REDEEM,46.1050,79970.00,46.2063,10.78,1988.41
2026-05-04T14:48:20.574Z,REDEEM,46.1050,79993.55,46.2200,13.72,2530.14
2026-05-04T15:19:59.752Z,CREATE,45.2850,79541.71,45.1307,22.95,4156.49
2026-05-04T15:20:00.752Z,CREATE,45.2850,79534.29,45.1265,23.88,4326.06
2026-05-04T15:20:01.755Z,CREATE,45.2850,79517.77,45.1171,25.97,4703.71
2026-05-04T15:20:02.756Z,CREATE,45.2850,79518.72,45.1177,25.85,4681.99
2026-05-04T15:20:18.771Z,CREATE,45.0650,79350.77,44.9572,12.70,2289.64
2026-05-04T15:20:20.777Z,CREATE,45.0650,79358.48,44.9616,11.73,2114.09
2026-05-04T15:52:36.109Z,REDEEM,45.1250,79815.00,45.2426,14.73,2659.57
2026-05-04T16:07:55.115Z,CREATE,45.4000,79776.50,45.2735,16.70,3032.58
2026-05-04T16:07:56.115Z,CREATE,45.4000,79770.20,45.2700,17.49,3176.41
2026-05-04T16:07:57.118Z,CREATE,45.4000,79757.01,45.2625,19.15,3477.59
2026-05-05T14:13:35.688Z,CREATE,46.1350,81171.79,46.0286,11.96,2206.84
2026-05-05T14:13:36.689Z,CREATE,46.1350,81121.38,46.0001,18.19,3356.25
2026-05-05T14:13:37.689Z,CREATE,46.1350,81181.15,46.0340,10.80,1993.58
2026-05-05T14:13:38.690Z,CREATE,46.1350,81182.79,46.0349,10.60,1956.22
2026-05-05T22:52:11.185Z,REDEEM,46.2900,81221.66,46.4057,13.80,2555.18
2026-05-05T22:52:12.185Z,REDEEM,46.2900,81255.01,46.4247,17.89,3313.25
2026-05-06T12:55:49.060Z,CREATE,46.2900,82157.24,46.1783,13.05,2415.84
2026-05-14T05:07:42.730Z,REDEEM,43.6389,76938.97,43.7783,20.40,3561.72
2026-05-14T05:07:46.733Z,CREATE,43.8992,76869.03,43.7385,25.33,4448.53
2026-05-14T05:07:48.736Z,CREATE,43.8816,76814.83,43.7076,28.39,4982.40
2026-05-14T05:07:53.740Z,REDEEM,43.5311,76806.42,43.7029,27.85,4849.72
2026-05-14T05:07:57.744Z,CREATE,43.7953,76704.62,43.6449,23.03,4034.49
2026-05-14T05:07:59.746Z,REDEEM,43.4964,76717.60,43.6523,24.27,4222.23
2026-05-14T05:08:00.746Z,CREATE,43.7686,76682.57,43.6324,19.78,3463.52
2026-05-14T05:08:02.748Z,REDEEM,43.4581,76677.55,43.6295,27.83,4836.97
2026-05-14T05:08:07.755Z,REDEEM,43.4720,76615.18,43.5940,16.52,2872.82
2026-05-14T05:08:12.763Z,REDEEM,43.5059,76631.11,43.6031,10.83,1885.18
2026-05-14T05:08:18.770Z,REDEEM,43.4215,76582.58,43.5755,23.86,4144.97
2026-05-14T05:08:20.774Z,CREATE,43.7415,76585.31,43.5770,26.31,4603.33
2026-05-14T05:08:24.781Z,CREATE,43.6602,76486.74,43.5210,20.55,3589.38
2026-05-14T05:08:26.782Z,CREATE,43.7117,76516.07,43.5376,28.54,4989.38
2026-05-14T05:08:28.783Z,REDEEM,43.3778,76443.14,43.4961,15.73,2728.66
2026-05-14T05:08:32.788Z,REDEEM,43.3105,76281.26,43.4040,10.08,1745.77
2026-05-14T05:08:33.788Z,REDEEM,43.2561,76322.24,43.4274,27.94,4833.69
2026-05-14T05:08:35.790Z,CREATE,43.5766,76337.24,43.4359,20.94,3649.64
2026-05-14T05:08:37.792Z,REDEEM,43.3286,76426.20,43.4865,24.83,4303.55
2026-05-14T05:08:38.794Z,CREATE,43.6086,76453.11,43.5018,13.10,2285.72
2026-05-14T05:08:39.794Z,REDEEM,43.3818,76478.37,43.5162,19.41,3368.61
2026-05-14T05:08:40.796Z,CREATE,43.6921,76537.22,43.5497,21.27,3717.93
2026-05-14T05:08:41.796Z,REDEEM,43.4151,76597.07,43.5837,27.22,4727.11
2026-05-14T05:08:43.797Z,CREATE,43.6221,76477.83,43.5159,12.96,2260.66
2026-05-14T05:08:44.798Z,CREATE,43.6152,76431.48,43.4895,17.46,3045.67
2026-05-14T05:08:48.802Z,REDEEM,43.4254,76511.30,43.5349,13.69,2377.44
2026-05-14T05:08:50.804Z,REDEEM,43.3818,76487.10,43.5212,20.54,3564.56
2026-05-14T05:08:53.808Z,REDEEM,43.4281,76591.13,43.5804,23.46,4074.69
2026-05-14T05:08:55.809Z,CREATE,43.7182,76570.66,43.5687,22.89,4002.81
2026-05-14T05:09:00.812Z,REDEEM,43.5375,76681.43,43.6317,10.15,1767.96
2026-05-14T05:09:01.814Z,CREATE,43.7807,76711.50,43.6488,18.78,3288.06
2026-05-14T05:09:02.815Z,REDEEM,43.5183,76781.70,43.6888,27.56,4797.06
2026-05-14T05:09:04.818Z,REDEEM,43.5694,76792.38,43.6949,17.26,3007.53
2026-05-14T05:09:06.820Z,CREATE,43.8471,76753.32,43.6726,28.53,5003.95
2026-05-14T05:09:07.822Z,REDEEM,43.5421,76774.95,43.6849,21.24,3699.34
2026-05-14T05:09:11.824Z,CREATE,43.8136,76726.23,43.6572,24.40,4276.75
2026-05-14T05:09:12.826Z,REDEEM,43.5245,76750.80,43.6712,22.13,3852.38
2026-05-14T05:09:13.826Z,REDEEM,43.5769,76786.10,43.6913,14.72,2566.01
2026-05-14T05:09:14.828Z,CREATE,43.8341,76818.52,43.7097,17.04,2987.69
2026-05-14T05:09:16.829Z,REDEEM,43.5501,76829.04,43.7157,26.44,4606.13
2026-05-14T05:09:17.830Z,REDEEM,43.5642,76774.79,43.6849,16.17,2817.04
2026-05-14T05:09:18.832Z,REDEEM,43.5813,76847.11,43.7260,21.63,3771.46
2026-05-14T05:09:20.839Z,CREATE,43.8384,76839.78,43.7218,15.23,2671.11
2026-05-14T05:09:21.842Z,REDEEM,43.5910,76848.14,43.7266,19.56,3409.77
2026-05-14T05:09:22.842Z,CREATE,43.9137,76915.83,43.7651,22.55,3961.87
2026-05-14T05:09:25.845Z,REDEEM,43.7130,77032.31,43.8314,15.57,2721.96
2026-05-14T05:09:26.846Z,CREATE,44.0217,77092.78,43.8658,24.15,4252.23
2026-05-14T05:09:27.847Z,REDEEM,43.7278,77134.50,43.8895,25.41,4444.68
2026-05-14T05:09:28.848Z,CREATE,44.0268,77105.14,43.8728,23.69,4172.72
2026-05-14T05:09:33.853Z,REDEEM,43.6666,77030.49,43.8303,25.91,4525.84
2026-05-14T05:09:34.855Z,CREATE,43.9846,77029.74,43.8299,23.89,4203.48
2026-05-14T05:09:35.855Z,REDEEM,43.7102,77076.69,43.8566,21.96,3839.13
2026-05-14T05:09:37.858Z,REDEEM,43.7242,77096.76,43.8681,21.35,3734.58
2026-05-14T05:09:41.861Z,REDEEM,43.6701,77024.30,43.8268,24.32,4247.51
2026-05-14T05:09:42.862Z,CREATE,43.9717,77070.41,43.8531,15.66,2754.34
2026-05-14T05:09:43.863Z,REDEEM,43.7134,77117.79,43.8800,26.55,4641.56
2026-05-14T05:09:45.866Z,REDEEM,43.7422,77165.02,43.9069,26.08,4563.75
2026-05-14T05:09:47.869Z,REDEEM,43.8061,77227.32,43.9423,19.59,3432.40
2026-05-14T05:09:51.872Z,CREATE,44.2289,77452.23,44.0703,24.62,4354.87
2026-05-14T05:09:52.874Z,REDEEM,43.9348,77455.57,44.0722,19.77,3474.82
2026-07-29T22:17:42.518Z,REDEEM,43.6825,76958.35,43.7893,12.95,2262.11
2026-07-29T22:17:43.526Z,CREATE,43.8946,76932.09,43.7744,16.05,2818.23
2026-07-29T22:17:44.540Z,REDEEM,43.6705,76937.03,43.7772,12.92,2257.08
2026-07-29T22:17:46.554Z,CREATE,43.9615,76981.17,43.8023,24.95,4387.07
2026-07-29T22:17:47.560Z,CREATE,43.9048,76956.48,43.7882,15.20,2669.22
2026-07-29T22:17:50.596Z,CREATE,43.9987,77024.97,43.8272,27.73,4880.44
2026-07-29T22:17:51.605Z,CREATE,43.9485,77028.55,43.8292,15.81,2778.81
2026-07-29T22:17:52.610Z,REDEEM,43.6764,77016.61,43.8225,21.89,3825.01
2026-07-29T22:17:53.620Z,CREATE,43.9463,77009.24,43.8183,17.83,3133.91
2026-07-29T22:17:56.652Z,CREATE,44.0155,77056.84,43.8453,27.41,4826.33
2026-07-29T22:17:58.670Z,CREATE,43.9375,76933.93,43.7754,25.61,4501.72
2026-07-29T22:17:59.683Z,REDEEM,43.6246,76880.23,43.7449,16.05,2800.36
